title,category,sub-category,price,sale_price,in_stock,country,volume,alcohol,brand,url,scrapped_time,desc_1,desc_2,desc_3
Barahsinghe Eight Super Strong Bottle 330ML,Beer,Domestic Beer,Rs. 170,N/A,1,Nepal,330ML,8%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-eight-super-strong-bottle-330ml,2023-09-24,Barahsinghe is a crisp and balanced Premium strong beer from Nepal.,"Brewed with imported Dutch Malted Barley, imported German Wheat, Natural Spring Water and imported German Hops, this beer with floral aroma and refreshing taste will certainly please your palate.","Ingredients: Malted Barley, Wheat, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Eight Super Strong 650ML x 12 Bottles,Beer,Beer Case,"Rs. 3,610",N/A,1,Nepal,650ML,8%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-eight-super-strong-650ml-x-12-bottles,2023-09-24,Barahsinghe is a crisp and balanced Premium strong beer from Nepal.,"Brewed with imported Dutch Malted Barley, imported German Wheat, Natural Spring Water and imported German Hops, this beer with floral aroma and refreshing taste will certainly please your palate.","Ingredients: Malted Barley, Wheat, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Eight Super Strong 330ML x 24 Bottles,Beer,Beer Case,"Rs. 3,960",N/A,1,Nepal,330ML,8%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-eight-super-strong-330ml-x-24-bottles,2023-09-24,Barahsinghe is a crisp and balanced Premium strong beer from Nepal.,"Brewed with imported Dutch Malted Barley, imported German Wheat, Natural Spring Water and imported German Hops, this beer with floral aroma and refreshing taste will certainly please your palate.","Ingredients: Malted Barley, Wheat, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Craft Yaktoberfest Marzen Style Bottle 330ML,Beer,Domestic Beer,Rs. 205,N/A,1,Nepal,330ML,5.5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-yaktoberfest-marzen-style-bottle-330ml,2023-09-24,Barahsinghe Yaktoberfest is a malty German amber lager that has been part of the Oktoberfest celebration.,"Brewed with imported Munich, Vienna and Pilsner malts, natural spring water and noble hops, this Marzen style beer balanced with spicy hop aromatics will certainly keep your Oktoberfest spirit alive.",
Barahsinghe Craft Yaktoberfest Marzen Style 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,655",N/A,1,Nepal,650ML,5.5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-yaktoberfest-marzen-style-650ml-x-12-bottles,2023-09-24,Barahsinghe Yaktoberfest is a malty German amber lager that has been part of the Oktoberfest celebration.,"Brewed with imported Munich, Vienna and Pilsner malts, natural spring water and noble hops, this Marzen style beer balanced with spicy hop aromatics will certainly keep your Oktoberfest spirit alive.",
Barahsinghe Craft Yaktoberfest Marzen Style 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,770",N/A,1,Nepal,330ML,5.5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-yaktoberfest-marzen-style-330ml-x-24-bottles,2023-09-24,Barahsinghe Yaktoberfest is a malty German amber lager that has been part of the Oktoberfest celebration.,"Brewed with imported Munich, Vienna and Pilsner malts, natural spring water and noble hops, this Marzen style beer balanced with spicy hop aromatics will certainly keep your Oktoberfest spirit alive.",
Barahsinghe Craft Pilsner Can 500ML,Beer,Domestic Beer,Rs. 310,N/A,1,Nepal,500ML,5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-pilsner-can-500ml,2023-09-24,Barahsinghe Craft is Nepal’s first dry hopped beer but with a Pilsner style finish.,"Brewed with imported German Malted Barley, Natural Spring Water and Aromatic Hops, this beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Craft Pilsner Bottle 650ML,Beer,Domestic Beer,Rs. 400,N/A,1,Nepal,650ML,5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-pilsner-bottle-650ml,2023-09-24,Barahsinghe Craft is Nepal’s first dry hopped beer but with a Pilsner style finish.,"Brewed with imported German Malted Barley, Natural Spring Water and Aromatic Hops, this beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Craft Pilsner Bottle 330ML,Beer,Domestic Beer,Rs. 205,N/A,1,Nepal,330ML,5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-pilsner-bottle-330ml,2023-09-24,Barahsinghe Craft is Nepal’s first dry hopped beer but with a Pilsner style finish.,"Brewed with imported German Malted Barley, Natural Spring Water and Aromatic Hops, this beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Craft Pilsner 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,655",N/A,1,Nepal,650ML,5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-pilsner-650ml-x-12-bottles,2023-09-24,Barahsinghe Craft is Nepal’s first dry hopped beer but with a Pilsner style finish.,"Brewed with imported German Malted Barley, Natural Spring Water and Aromatic Hops, this beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Craft Pilsner 500ML x 12 Cans,Beer,Beer Case,"Rs. 3,610",N/A,1,Nepal,500ML,5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-pilsner-500ml-x-12-cans,2023-09-24,Barahsinghe Craft is Nepal’s first dry hopped beer but with a Pilsner style finish.,"Brewed with imported German Malted Barley, Natural Spring Water and Aromatic Hops, this beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Craft Pilsner 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,770",N/A,1,Nepal,330ML,5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-pilsner-330ml-x-24-bottles,2023-09-24,Barahsinghe Craft is Nepal’s first dry hopped beer but with a Pilsner style finish.,"Brewed with imported German Malted Barley, Natural Spring Water and Aromatic Hops, this beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Craft Maris Otter Pale Ale Bottle 650ML,Beer,Domestic Beer,Rs. 445,N/A,1,Nepal,650ML,5.5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-maris-otter-pale-ale-bottle-650ml,2023-09-24,Barahsinghe Pale Ale is brewed with Maris Otter Malt from England and Aromatic Hops.,"This English-style Pale Ale has a malty, full-bodied profile along with balanced hop bitterness and fruity notes.",Ingredients:
Barahsinghe Craft Maris Otter Pale Ale Bottle 330ML,Beer,Domestic Beer,Rs. 225,N/A,1,Nepal,330ML,5.5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-maris-otter-pale-ale-bottle-330ml,2023-09-24,Barahsinghe Pale Ale is brewed with Maris Otter Malt from England and Aromatic Hops.,"This English-style Pale Ale has a malty, full-bodied profile along with balanced hop bitterness and fruity notes.",Ingredients:
Barahsinghe Craft Maris Otter Pale Ale 650ML x 12 Bottles,Beer,Beer Case,"Rs. 5,180",N/A,1,Nepal,650ML,5.5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-maris-otter-pale-ale-650ml-x-12-bottles,2023-09-24,Barahsinghe Pale Ale is brewed with Maris Otter Malt from England and Aromatic Hops.,"This English-style Pale Ale has a malty, full-bodied profile along with balanced hop bitterness and fruity notes.",Ingredients:
Barahsinghe Craft Maris Otter Pale Ale 330ML x 24 Bottles,Beer,Beer Case,"Rs. 5,240",N/A,1,Nepal,330ML,5.5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-maris-otter-pale-ale-330ml-x-24-bottles,2023-09-24,Barahsinghe Pale Ale is brewed with Maris Otter Malt from England and Aromatic Hops.,"This English-style Pale Ale has a malty, full-bodied profile along with balanced hop bitterness and fruity notes.",Ingredients:
Barahsinghe Craft Hazy IPA Bottle 650ML,Beer,Domestic Beer,Rs. 445,N/A,1,Nepal,650ML,5.5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-hazy-ipa-bottle-650ml,2023-09-24,"Barahsinghe Hazy IPA, a version of India Pale Ale, has a signature hazy appearance, fruity, juicy flavours without the extreme bitterness.","Barahsinghe Hazy IPA combines Maris Otter malt, malted wheat, oats, aromatic malts along with nine hop varieties.","The Maris Otter malt adds a rich malty, nutty flavour, and the wheat and oats give our beer a hazy appearance and creamy, soft mouthfeel."
Barahsinghe Craft Hazy IPA Bottle 330ML,Beer,Domestic Beer,Rs. 225,N/A,1,Nepal,330ML,5.5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-hazy-ipa-bottle-330ml,2023-09-24,"Barahsinghe Hazy IPA, a version of India Pale Ale, has a signature hazy appearance, fruity, juicy flavours without the extreme bitterness.","Barahsinghe Hazy IPA combines Maris Otter malt, malted wheat, oats, aromatic malts along with nine hop varieties.","The Maris Otter malt adds a rich malty, nutty flavour, and the wheat and oats give our beer a hazy appearance and creamy, soft mouthfeel."
Barahsinghe Craft Hazy IPA 650ML x 12 Bottles,Beer,Beer Case,"Rs. 5,180",N/A,1,Nepal,650ML,5.5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-hazy-ipa-650ml-x-12-bottles,2023-09-24,"Barahsinghe Hazy IPA, a version of India Pale Ale, has a signature hazy appearance, fruity, juicy flavours without the extreme bitterness.","Barahsinghe Hazy IPA combines Maris Otter malt, malted wheat, oats, aromatic malts along with nine hop varieties.","The Maris Otter malt adds a rich malty, nutty flavour, and the wheat and oats give our beer a hazy appearance and creamy, soft mouthfeel."
Barahsinghe Craft Hazy IPA 330ML x 24 Bottles,Beer,Beer Case,"Rs. 5,240",N/A,1,Nepal,330ML,5.5%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-hazy-ipa-330ml-x-24-bottles,2023-09-24,"Barahsinghe Hazy IPA, a version of India Pale Ale, has a signature hazy appearance, fruity, juicy flavours without the extreme bitterness.","Barahsinghe Hazy IPA combines Maris Otter malt, malted wheat, oats, aromatic malts along with nine hop varieties.","The Maris Otter malt adds a rich malty, nutty flavour, and the wheat and oats give our beer a hazy appearance and creamy, soft mouthfeel."
Barahsinghe Craft Dunkelweizen Dark Wheat Bottle 650ML,Beer,Domestic Beer,Rs. 400,N/A,0,Nepal,650ML,6%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-dunkelweizen-dark-wheat-bottle-650ml,2023-09-24,"Barahsinghe Dunkelweizen is a fruity and aromatic dark wheat beer brewed according to Bavarian recipe with German Malted Wheat, Dutch Dark Malted Barley and Czech Hops giving an exquisite dark color and notes of banana and clove.","Ingredients: German Malted Wheat, Dutch Malted Barley, Hops, Yeast and Natural Spring Water.",
Barahsinghe Craft Dunkelweizen Dark Wheat Bottle 330ML,Beer,Domestic Beer,Rs. 205,N/A,0,Nepal,330ML,6%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-dunkelweizen-dark-wheat-bottle-330ml,2023-09-24,"Barahsinghe Dunkelweizen is a fruity and aromatic dark wheat beer brewed according to Bavarian recipe with German Malted Wheat, Dutch Dark Malted Barley and Czech Hops giving an exquisite dark color and notes of banana and clove.","Ingredients: German Malted Wheat, Dutch Malted Barley, Hops, Yeast and Natural Spring Water.",
Barahsinghe Craft Dunkelweizen Dark Wheat 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,655",N/A,0,Nepal,650ML,6%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-dunkelweizen-dark-wheat-650ml-x-12-bottles,2023-09-24,"Barahsinghe Dunkelweizen is a fruity and aromatic dark wheat beer brewed according to Bavarian recipe with German Malted Wheat, Dutch Dark Malted Barley and Czech Hops giving an exquisite dark color and notes of banana and clove.","Ingredients: German Malted Wheat, Dutch Malted Barley, Hops, Yeast and Natural Spring Water.",
Barahsinghe Craft Dunkelweizen Dark Wheat 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,770",N/A,0,Nepal,330ML,6%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-craft-dunkelweizen-dark-wheat-330ml-x-24-bottles,2023-09-24,"Barahsinghe Dunkelweizen is a fruity and aromatic dark wheat beer brewed according to Bavarian recipe with German Malted Wheat, Dutch Dark Malted Barley and Czech Hops giving an exquisite dark color and notes of banana and clove.","Ingredients: German Malted Wheat, Dutch Malted Barley, Hops, Yeast and Natural Spring Water.",
Arna Premium Can 500ML,Beer,Domestic Beer,Rs. 325,N/A,1,Nepal,500ML,5.5%,Arna,https://cheers.com.np/liquor/product/arna-premium-can-500ml,2023-09-24,"Arna Premium Lager, the hallmark in beer brewing standards, is a pure, crisp & clean Himalayan classic beer.","Brewed with the finest malted barley, European hops and pure Himalayan water.",
Arna Premium Bottle 650ML,Beer,Domestic Beer,Rs. 400,N/A,1,Nepal,650ML,5.5%,Arna,https://cheers.com.np/liquor/product/arna-premium-bottle-650ml,2023-09-24,"Arna Premium Lager, the hallmark in beer brewing standards, is a pure, crisp & clean Himalayan classic beer.","Brewed with the finest malted barley, European hops and pure Himalayan water.",
Arna Premium Bottle 330ML,Beer,Domestic Beer,Rs. 200,N/A,1,Nepal,330ML,5.5%,Arna,https://cheers.com.np/liquor/product/arna-premium-bottle-330ml,2023-09-24,"Arna Premium Lager, the hallmark in beer brewing standards, is a pure, crisp & clean Himalayan classic beer.","Brewed with the finest malted barley, European hops and pure Himalayan water.",
Arna Premium 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,655",N/A,1,Nepal,650ML,5.5%,Arna,https://cheers.com.np/liquor/product/arna-premium-650ml-x-12-bottles,2023-09-24,"Arna Premium Lager, the hallmark in beer brewing standards, is a pure, crisp & clean Himalayan classic beer.","Brewed with the finest malted barley, European hops and pure Himalayan water.",
Arna Premium 500ML x 12 Cans,Beer,Beer Case,"Rs. 3,785",N/A,1,Nepal,500ML,5.5%,Arna,https://cheers.com.np/liquor/product/arna-premium-500ml-x-12-cans,2023-09-24,"Arna Premium Lager, the hallmark in beer brewing standards, is a pure, crisp & clean Himalayan classic beer.","Brewed with the finest malted barley, European hops and pure Himalayan water.",
Arna Premium 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,655",N/A,1,Nepal,330ML,5.5%,Arna,https://cheers.com.np/liquor/product/arna-premium-330ml-x-24-bottles,2023-09-24,"Arna Premium Lager, the hallmark in beer brewing standards, is a pure, crisp & clean Himalayan classic beer.","Brewed with the finest malted barley, European hops and pure Himalayan water.",
Arna Light Can 500ML,Beer,Domestic Beer,Rs. 350,N/A,1,Nepal,500ML,4.6%,Arna,https://cheers.com.np/liquor/product/arna-light-can-500ml,2023-09-24,"Arna Light is Nepal’s first and the only low calorie beer. It is brewed for 25% longer time to remove extra calories and carbs, while preserving the taste.","High On Fun, Low On Calorie!",
Arna Light Bottle 650ML,Beer,Domestic Beer,Rs. 450,N/A,1,Nepal,650ML,4.6%,Arna,https://cheers.com.np/liquor/product/arna-light-bottle-650ml,2023-09-24,"Arna Light is Nepal’s first and the only low calorie beer. It is brewed for 25% longer time to remove extra calories and carbs, while preserving the taste.","High On Fun, Low On Calorie!",
Arna Light Bottle 330ML,Beer,Domestic Beer,Rs. 230,N/A,1,Nepal,330ML,4.6%,Arna,https://cheers.com.np/liquor/product/arna-light-bottle-330ml,2023-09-24,"Arna Light is Nepal’s first and the only low calorie beer. It is brewed for 25% longer time to remove extra calories and carbs, while preserving the taste.","High On Fun, Low On Calorie!",
